Ccode,Dcode,SchoolCode,Fiscalyear,Period,Colcode,Account,Fund,Resource,Projectyear,Goal,Function,Object,Value
"38","68478","0000000","2020","A   ","BA  ","0100000000021003701","01","0000","0","0000","2100","3701",14350.15
"38","68478","0000000","2020","A   ","BA  ","0100000000021003702","01","0000","0","0000","2100","3702",50083.38
"38","68478","0000000","2020","A   ","BA  ","0100000000021004300","01","0000","0","0000","2100","4300",24773.66
"38","68478","0000000","2020","A   ","BA  ","0100000000021004400","01","0000","0","0000","2100","4400",44716.86
"38","68478","0000000","2020","A   ","BA  ","0100000000021005200","01","0000","0","0000","2100","5200",-613.47
"38","68478","0000000","2020","A   ","BA  ","0100000000021005300","01","0000","0","0000","2100","5300",528.40
"38","68478","0000000","2020","A   ","BA  ","0100000000021005600","01","0000","0","0000","2100","5600",3966.25
"38","68478","0000000","2020","A   ","BA  ","0100000000021005800","01","0000","0","0000","2100","5800",3111158.33
"38","68478","0000000","2020","A   ","BA  ","0100000000021005900","01","0000","0","0000","2100","5900",12091.88
"38","68478","0000000","2020","A   ","BA  ","010000000002100PCRA","01","0000","0","0000","2100","PCRA",-10854301.49
"38","68478","0000000","2020","A   ","BA  ","0100000000024202300","01","0000","0","0000","2420","2300",74348.71
"38","68478","0000000","2020","A   ","BA  ","0100000000024203302","01","0000","0","0000","2420","3302",23766.55
"38","68478","0000000","2020","A   ","BA  ","0100000000024203402","01","0000","0","0000","2420","3402",10490.84
"38","68478","0000000","2020","A   ","BA  ","0100000000024203502","01","0000","0","0000","2420","3502",38.55
"38","68478","0000000","2020","A   ","BA  ","0100000000024203602","01","0000","0","0000","2420","3602",1761.70
"38","68478","0000000","2020","A   ","BA  ","0100000000024203702","01","0000","0","0000","2420","3702",5045.15
"38","68478","0000000","2020","A   ","BA  ","0100000000024204300","01","0000","0","0000","2420","4300",4583.28
"38","68478","0000000","2020","A   ","BA  ","0100000000024204400","01","0000","0","0000","2420","4400",3305.94
"38","68478","0000000","2020","A   ","BA  ","0100000000024205800","01","0000","0","0000","2420","5800",414.50
"38","68478","0000000","2020","A   ","BA  ","010000000002420PCRA","01","0000","0","0000","2420","PCRA",-156768.80
"38","68478","0000000","2020","A   ","BA  ","0100000000024955900","01","0000","0","0000","2495","5900",4747.93
"38","68478","0000000","2020","A   ","BA  ","010000000002495PCRA","01","0000","0","0000","2495","PCRA",-4747.93
"38","68478","0000000","2020","A   ","BA  ","0100000000027001300","01","0000","0","0000","2700","1300",19375076.72
"38","68478","0000000","2020","A   ","BA  ","0100000000027002400","01","0000","0","0000","2700","2400",11326550.82
"38","68478","0000000","2020","A   ","BA  ","0100000000027002900","01","0000","0","0000","2700","2900",431.22
"38","68478","0000000","2020","A   ","BA  ","0100000000027003101","01","0000","0","0000","2700","3101",3149415.76
"38","68478","0000000","2020","A   ","BA  ","0100000000027003102","01","0000","0","0000","2700","3102",-1025.34
"38","68478","0000000","2020","A   ","BA  ","0100000000027003301","01","0000","0","0000","2700","3301",270788.47
"38","68478","0000000","2020","A   ","BA  ","0100000000027003302","01","0000","0","0000","2700","3302",3354859.45
"38","68478","0000000","2020","A   ","BA  ","0100000000027003402","01","0000","0","0000","2700","3402",3150647.20
"38","68478","0000000","2020","A   ","BA  ","0100000000027003501","01","0000","0","0000","2700","3501",9774.71
"38","68478","0000000","2020","A   ","BA  ","0100000000027003502","01","0000","0","0000","2700","3502",5845.30
"38","68478","0000000","2020","A   ","BA  ","0100000000027003601","01","0000","0","0000","2700","3601",447680.85
"38","68478","0000000","2020","A   ","BA  ","0100000000027003602","01","0000","0","0000","2700","3602",267606.01
"38","68478","0000000","2020","A   ","BA  ","0100000000027003701","01","0000","0","0000","2700","3701",1298618.50
"38","68478","0000000","2020","A   ","BA  ","0100000000027003702","01","0000","0","0000","2700","3702",768080.51
"38","68478","0000000","2020","A   ","BA  ","0100000000027004300","01","0000","0","0000","2700","4300",7181.80
"38","68478","0000000","2020","A   ","BA  ","0100000000027005200","01","0000","0","0000","2700","5200",41056.58
"38","68478","0000000","2020","A   ","BA  ","0100000000027005300","01","0000","0","0000","2700","5300",676.40
"38","68478","0000000","2020","A   ","BA  ","0100000000027005600","01","0000","0","0000","2700","5600",374880.55
"38","68478","0000000","2020","A   ","BA  ","0100000000027005800","01","0000","0","0000","2700","5800",110646.57
"38","68478","0000000","2020","A   ","BA  ","0100000000027005900","01","0000","0","0000","2700","5900",80882.93
"38","68478","0000000","2020","A   ","BA  ","010000000002700PCRA","01","0000","0","0000","2700","PCRA",-56014840.79
"38","68478","0000000","2020","A   ","BA  ","0100000000031101300","01","0000","0","0000","3110","1300",495433.00
"38","68478","0000000","2020","A   ","BA  ","0100000000031102400","01","0000","0","0000","3110","2400",274431.15
"38","68478","0000000","2020","A   ","BA  ","0100000000031102900","01","0000","0","0000","3110","2900",130108.51
"38","68478","0000000","2020","A   ","BA  ","0100000000031103101","01","0000","0","0000","3110","3101",80874.72
"38","68478","0000000","2020","A   ","BA  ","0100000000031103301","01","0000","0","0000","3110","3301",6885.06
"38","68478","0000000","2020","A   ","BA  ","0100000000031103302","01","0000","0","0000","3110","3302",118866.37
"38","68478","0000000","2020","A   ","BA  ","0100000000031103402","01","0000","0","0000","3110","3402",131983.80
"38","68478","0000000","2020","A   ","BA  ","0100000000031103501","01","0000","0","0000","3110","3501",249.48
"38","68478","0000000","2020","A   ","BA  ","0100000000031103502","01","0000","0","0000","3110","3502",209.72
"38","68478","0000000","2020","A   ","BA  ","0100000000031103601","01","0000","0","0000","3110","3601",11462.39
"38","68478","0000000","2020","A   ","BA  ","0100000000031103602","01","0000","0","0000","3110","3602",9495.91
"38","68478","0000000","2020","A   ","BA  ","0100000000031103701","01","0000","0","0000","3110","3701",34020.19
"38","68478","0000000","2020","A   ","BA  ","0100000000031103702","01","0000","0","0000","3110","3702",27451.23
"38","68478","0000000","2020","A   ","BA  ","0100000000031104300","01","0000","0","0000","3110","4300",8178.66
"38","68478","0000000","2020","A   ","BA  ","0100000000031104400","01","0000","0","0000","3110","4400",24239.59
"38","68478","0000000","2020","A   ","BA  ","0100000000031105200","01","0000","0","0000","3110","5200",1125.00
"38","68478","0000000","2020","A   ","BA  ","0100000000031105600","01","0000","0","0000","3110","5600",14370.63
"38","68478","0000000","2020","A   ","BA  ","0100000000031105800","01","0000","0","0000","3110","5800",88044.99
"38","68478","0000000","2020","A   ","BA  ","0100000000031105900","01","0000","0","0000","3110","5900",1363.20
"38","68478","0000000","2020","A   ","BA  ","010000000003110PCRA","01","0000","0","0000","3110","PCRA",-1923014.32
"38","68478","0000000","2020","A   ","BA  ","010000000003120PCRA","01","0000","0","0000","3120","PCRA",-1121.00
"38","68478","0000000","2020","A   ","BA  ","0100000000031305800","01","0000","0","0000","3130","5800",128010.42
"38","68478","0000000","2020","A   ","BA  ","010000000003130PCRA","01","0000","0","0000","3130","PCRA",-133657.42
"38","68478","0000000","2020","A   ","BA  ","0100000000031401200","01","0000","0","0000","3140","1200",582131.21
"38","68478","0000000","2020","A   ","BA  ","0100000000031401300","01","0000","0","0000","3140","1300",200884.17
"38","68478","0000000","2020","A   ","BA  ","0100000000031402400","01","0000","0","0000","3140","2400",7687.65
"38","68478","0000000","2020","A   ","BA  ","0100000000031402900","01","0000","0","0000","3140","2900",361351.84
"38","68478","0000000","2020","A   ","BA  ","0100000000031403101","01","0000","0","0000","3140","3101",128393.06
"38","68478","0000000","2020","A   ","BA  ","0100000000031403301","01","0000","0","0000","3140","3301",11237.44
"38","68478","0000000","2020","A   ","BA  ","0100000000031403302","01","0000","0","0000","3140","3302",119665.59
"38","68478","0000000","2020","A   ","BA  ","0100000000031403402","01","0000","0","0000","3140","3402",177753.98
"38","68478","0000000","2020","A   ","BA  ","0100000000031403501","01","0000","0","0000","3140","3501",395.76
"38","68478","0000000","2020","A   ","BA  ","0100000000031403502","01","0000","0","0000","3140","3502",191.24
"38","68478","0000000","2020","A   ","BA  ","0100000000031403601","01","0000","0","0000","3140","3601",18224.55
"38","68478","0000000","2020","A   ","BA  ","0100000000031403602","01","0000","0","0000","3140","3602",8751.30
"38","68478","0000000","2020","A   ","BA  ","0100000000031403701","01","0000","0","0000","3140","3701",53133.80
"38","68478","0000000","2020","A   ","BA  ","0100000000031403702","01","0000","0","0000","3140","3702",25042.27
"38","68478","0000000","2020","A   ","BA  ","0100000000031404300","01","0000","0","0000","3140","4300",24924.81
"38","68478","0000000","2020","A   ","BA  ","0100000000031404400","01","0000","0","0000","3140","4400",18516.14
"38","68478","0000000","2020","A   ","BA  ","0100000000031405100","01","0000","0","0000","3140","5100",-5772.01
"38","68478","0000000","2020","A   ","BA  ","0100000000031405200","01","0000","0","0000","3140","5200",1609.22
"38","68478","0000000","2020","A   ","BA  ","0100000000031405600","01","0000","0","0000","3140","5600",14358.00
"38","68478","0000000","2020","A   ","BA  ","0100000000031405800","01","0000","0","0000","3140","5800",113153.19
"38","68478","0000000","2020","A   ","BA  ","0100000000031405900","01","0000","0","0000","3140","5900",499.58
"38","68478","0000000","2020","A   ","BA  ","010000000003140PCRA","01","0000","0","0000","3140","PCRA",-11973731.93
"38","68478","0000000","2020","A   ","BA  ","010000000003150PCRA","01","0000","0","0000","3150","PCRA",-717.00
"38","68478","0000000","2020","A   ","BA  ","0100000000031601300","01","0000","0","0000","3160","1300",765662.27
"38","68478","0000000","2020","A   ","BA  ","0100000000031601900","01","0000","0","0000","3160","1900",471909.16
"38","68478","0000000","2020","A   ","BA  ","0100000000031602400","01","0000","0","0000","3160","2400",619690.83
"38","68478","0000000","2020","A   ","BA  ","0100000000031602900","01","0000","0","0000","3160","2900",23220.78
"38","68478","0000000","2020","A   ","BA  ","0100000000031603101","01","0000","0","0000","3160","3101",203442.67
"38","68478","0000000","2020","A   ","BA  ","0100000000031603301","01","0000","0","0000","3160","3301",17798.44
"38","68478","0000000","2020","A   ","BA  ","0100000000031603302","01","0000","0","0000","3160","3302",195379.06
"38","68478","0000000","2020","A   ","BA  ","0100000000031603402","01","0000","0","0000","3160","3402",184215.10
"38","68478","0000000","2020","A   ","BA  ","0100000000031603501","01","0000","0","0000","3160","3501",625.56
"38","68478","0000000","2020","A   ","BA  ","0100000000031603502","01","0000","0","0000","3160","3502",332.80
"38","68478","0000000","2020","A   ","BA  ","0100000000031603601","01","0000","0","0000","3160","3601",26731.77
"38","68478","0000000","2020","A   ","BA  ","0100000000031603602","01","0000","0","0000","3160","3602",15133.18
"38","68478","0000000","2020","A   ","BA  ","0100000000031603701","01","0000","0","0000","3160","3701",83979.12
"38","68478","0000000","2020","A   ","BA  ","0100000000031603702","01","0000","0","0000","3160","3702",43626.66
"38","68478","0000000","2020","A   ","BA  ","0100000000031604300","01","0000","0","0000","3160","4300",5669.79
"38","68478","0000000","2020","A   ","BA  ","0100000000031604400","01","0000","0","0000","3160","4400",1026.03
"38","68478","0000000","2020","A   ","BA  ","0100000000031605200","01","0000","0","0000","3160","5200",27.12
"38","68478","0000000","2020","A   ","BA  ","0100000000031605600","01","0000","0","0000","3160","5600",15238.52
"38","68478","0000000","2020","A   ","BA  ","0100000000031605800","01","0000","0","0000","3160","5800",268618.24
"38","68478","0000000","2020","A   ","BA  ","0100000000031605900","01","0000","0","0000","3160","5900",2636.41
"38","68478","0000000","2020","A   ","BA  ","010000000003160PCRA","01","0000","0","0000","3160","PCRA",-3488644.98
"38","68478","0000000","2020","A   ","BA  ","0100000000036002200","01","0000","0","0000","3600","2200",237276.13
"38","68478","0000000","2020","A   ","BA  ","0100000000036002300","01","0000","0","0000","3600","2300",151467.17
"38","68478","0000000","2020","A   ","BA  ","0100000000036002400","01","0000","0","0000","3600","2400",138623.65
"38","68478","0000000","2020","A   ","BA  ","0100000000036003302","01","0000","0","0000","3600","3302",166526.66
"38","68478","0000000","2020","A   ","BA  ","0100000000036003402","01","0000","0","0000","3600","3402",103701.29
"38","68478","0000000","2020","A   ","BA  ","0100000000036003502","01","0000","0","0000","3600","3502",270.58
"38","68478","0000000","2020","A   ","BA  ","0100000000036003602","01","0000","0","0000","3600","3602",12365.18
"38","68478","0000000","2020","A   ","BA  ","0100000000036003702","01","0000","0","0000","3600","3702",35786.06
"38","68478","0000000","2020","A   ","BA  ","0100000000036004300","01","0000","0","0000","3600","4300",2786.36
"38","68478","0000000","2020","A   ","BA  ","0100000000036004400","01","0000","0","0000","3600","4400",3148.64
"38","68478","0000000","2020","A   ","BA  ","0100000000036005600","01","0000","0","0000","3600","5600",2612.87
"38","68478","0000000","2020","A   ","BA  ","0100000000036005800","01","0000","0","0000","3600","5800",49470.93
"38","68478","0000000","2020","A   ","BA  ","0100000000036005900","01","0000","0","0000","3600","5900",544.10
"38","68478","0000000","2020","A   ","BA  ","010000000003600PCRA","01","0000","0","0000","3600","PCRA",-919352.69
"38","68478","0000000","2020","A   ","BA  ","0100000000037002200","01","0000","0","0000","3700","2200",195373.14
"38","68478","0000000","2020","A   ","BA  ","0100000000037002300","01","0000","0","0000","3700","2300",118149.45
"38","68478","0000000","2020","A   ","BA  ","0100000000037003302","01","0000","0","0000","3700","3302",106552.91
"38","68478","0000000","2020","A   ","BA  ","0100000000037003402","01","0000","0","0000","3700","3402",64003.93
"38","68478","0000000","2020","A   ","BA  ","0100000000037003502","01","0000","0","0000","3700","3502",160.70
"38","68478","0000000","2020","A   ","BA  ","0100000000037003602","01","0000","0","0000","3700","3602",6974.58
"38","68478","0000000","2020","A   ","BA  ","0100000000037003702","01","0000","0","0000","3700","3702",21274.99
"38","68478","0000000","2020","A   ","BA  ","0100000000037005800","01","0000","0","0000","3700","5800",14993.89
"38","68478","0000000","2020","A   ","BA  ","0100000000039002300","01","0000","0","0000","3900","2300",121818.96
"38","68478","0000000","2020","A   ","BA  ","0100000000039002400","01","0000","0","0000","3900","2400",23979.70
"38","68478","0000000","2020","A   ","BA  ","0100000000039002900","01","0000","0","0000","3900","2900",967800.87
"38","68478","0000000","2020","A   ","BA  ","0100000000039003302","01","0000","0","0000","3900","3302",300441.53
"38","68478","0000000","2020","A   ","BA  ","0100000000039003402","01","0000","0","0000","3900","3402",141234.01
"38","68478","0000000","2020","A   ","BA  ","0100000000039003502","01","0000","0","0000","3900","3502",557.48
"38","68478","0000000","2020","A   ","BA  ","0100000000039003602","01","0000","0","0000","3900","3602",23411.85
"38","68478","0000000","2020","A   ","BA  ","0100000000039003702","01","0000","0","0000","3900","3702",64456.12
"38","68478","0000000","2020","A   ","BA  ","0100000000039004300","01","0000","0","0000","3900","4300",32.65
"38","68478","0000000","2020","A   ","BA  ","0100000000039005600","01","0000","0","0000","3900","5600",1937.56
"38","68478","0000000","2020","A   ","BA  ","0100000000039005800","01","0000","0","0000","3900","5800",1831681.89
"38","68478","0000000","2020","A   ","BA  ","0100000000039005900","01","0000","0","0000","3900","5900",583.34
"38","68478","0000000","2020","A   ","BA  ","010000000003900PCRA","01","0000","0","0000","3900","PCRA",-3857199.99
"38","68478","0000000","2020","A   ","BA  ","0100000000071101100","01","0000","0","0000","7110","1100",283454.32
"38","68478","0000000","2020","A   ","BA  ","0100000000071102300","01","0000","0","0000","7110","2300",696381.53
"38","68478","0000000","2020","A   ","BA  ","0100000000071102400","01","0000","0","0000","7110","2400",134234.27
"38","68478","0000000","2020","A   ","BA  ","0100000000071102900","01","0000","0","0000","7110","2900",1149410.04
"38","68478","0000000","2020","A   ","BA  ","0100000000071103101","01","0000","0","0000","7110","3101",46817.79
"38","68478","0000000","2020","A   ","BA  ","0100000000071103301","01","0000","0","0000","7110","3301",2631.99
"38","68478","0000000","2020","A   ","BA  ","0100000000071103302","01","0000","0","0000","7110","3302",567482.67
"38","68478","0000000","2020","A   ","BA  ","0100000000071103402","01","0000","0","0000","7110","3402",162759.94
"38","68478","0000000","2020","A   ","BA  ","0100000000071103501","01","0000","0","0000","7110","3501",144.49
"38","68478","0000000","2020","A   ","BA  ","0100000000071103502","01","0000","0","0000","7110","3502",989.01
"38","68478","0000000","2020","A   ","BA  ","0100000000071103601","01","0000","0","0000","7110","3601",6640.08
"38","68478","0000000","2020","A   ","BA  ","0100000000071103602","01","0000","0","0000","7110","3602",44892.50
"38","68478","0000000","2020","A   ","BA  ","0100000000071103701","01","0000","0","0000","7110","3701",19234.64
"38","68478","0000000","2020","A   ","BA  ","0100000000071103702","01","0000","0","0000","7110","3702",134360.59
"38","68478","0000000","2020","A   ","BA  ","0100000000071104200","01","0000","0","0000","7110","4200",919.99
"38","68478","0000000","2020","A   ","BA  ","0100000000071104300","01","0000","0","0000","7110","4300",5463.48
"38","68478","0000000","2020","A   ","BA  ","0100000000071104400","01","0000","0","0000","7110","4400",-10350.52
"38","68478","0000000","2020","A   ","BA  ","0100000000071105200","01","0000","0","0000","7110","5200",9726.74
"38","68478","0000000","2020","A   ","BA  ","0100000000071105300","01","0000","0","0000","7110","5300",103648.58
"38","68478","0000000","2020","A   ","BA  ","0100000000071105600","01","0000","0","0000","7110","5600",11605.76
"38","68478","0000000","2020","A   ","BA  ","0100000000071105800","01","0000","0","0000","7110","5800",1222739.48
"38","68478","0000000","2020","A   ","BA  ","0100000000071105900","01","0000","0","0000","7110","5900",1046.84
"38","68478","0000000","2020","A   ","BA  ","0100000000071501300","01","0000","0","0000","7150","1300",2833184.88
"38","68478","0000000","2020","A   ","BA  ","0100000000071502300","01","0000","0","0000","7150","2300",1379279.95
"38","68478","0000000","2020","A   ","BA  ","0100000000071502400","01","0000","0","0000","7150","2400",627979.50
"38","68478","0000000","2020","A   ","BA  ","0100000000071502900","01","0000","0","0000","7150","2900",940.79
"38","68478","0000000","2020","A   ","BA  ","0100000000071503101","01","0000","0","0000","7150","3101",460021.28
"38","68478","0000000","2020","A   ","BA  ","0100000000071503102","01","0000","0","0000","7150","3102",34582.75
"38","68478","0000000","2020","A   ","BA  ","0100000000071503301","01","0000","0","0000","7150","3301",68500.96
"38","68478","0000000","2020","A   ","BA  ","0100000000071503302","01","0000","0","0000","7150","3302",546333.81
"38","68478","0000000","2020","A   ","BA  ","0100000000071503402","01","0000","0","0000","7150","3402",341475.02
"38","68478","0000000","2020","A   ","BA  ","0100000000071503501","01","0000","0","0000","7150","3501",1423.48
"38","68478","0000000","2020","A   ","BA  ","0100000000071503502","01","0000","0","0000","7150","3502",1014.25
"38","68478","0000000","2020","A   ","BA  ","0100000000071503601","01","0000","0","0000","7150","3601",61652.62
"38","68478","0000000","2020","A   ","BA  ","0100000000071503602","01","0000","0","0000","7150","3602",46073.74
"38","68478","0000000","2020","A   ","BA  ","0100000000071503701","01","0000","0","0000","7150","3701",192254.20
"38","68478","0000000","2020","A   ","BA  ","0100000000071503702","01","0000","0","0000","7150","3702",136259.26
"38","68478","0000000","2020","A   ","BA  ","0100000000071504300","01","0000","0","0000","7150","4300",8126.16
"38","68478","0000000","2020","A   ","BA  ","0100000000071504400","01","0000","0","0000","7150","4400",8145.09
"38","68478","0000000","2020","A   ","BA  ","0100000000071505200","01","0000","0","0000","7150","5200",12888.82
"38","68478","0000000","2020","A   ","BA  ","0100000000071505300","01","0000","0","0000","7150","5300",14516.00
"38","68478","0000000","2020","A   ","BA  ","0100000000071505600","01","0000","0","0000","7150","5600",12410.50
"38","68478","0000000","2020","A   ","BA  ","0100000000071505800","01","0000","0","0000","7150","5800",114741.95
"38","68478","0000000","2020","A   ","BA  ","0100000000071505900","01","0000","0","0000","7150","5900",4990.40
"38","68478","0000000","2020","A   ","BA  ","0100000000071802300","01","0000","0","0000","7180","2300",390769.20
"38","68478","0000000","2020","A   ","BA  ","0100000000071802400","01","0000","0","0000","7180","2400",210571.02
"38","68478","0000000","2020","A   ","BA  ","0100000000071803302","01","0000","0","0000","7180","3302",180419.62
"38","68478","0000000","2020","A   ","BA  ","0100000000071803402","01","0000","0","0000","7180","3402",53700.21
"38","68478","0000000","2020","A   ","BA  ","0100000000071803502","01","0000","0","0000","7180","3502",310.41
"38","68478","0000000","2020","A   ","BA  ","0100000000071803602","01","0000","0","0000","7180","3602",13570.50
"38","68478","0000000","2020","A   ","BA  ","0100000000071803702","01","0000","0","0000","7180","3702",40805.74
"38","68478","0000000","2020","A   ","BA  ","0100000000071804300","01","0000","0","0000","7180","4300",402.66
"38","68478","0000000","2020","A   ","BA  ","0100000000071804400","01","0000","0","0000","7180","4400",1228.42
"38","68478","0000000","2020","A   ","BA  ","0100000000071805800","01","0000","0","0000","7180","5800",127220.16
"38","68478","0000000","2020","A   ","BA  ","0100000000071805900","01","0000","0","0000","7180","5900",1437.11
"38","68478","0000000","2020","A   ","BA  ","0100000000071905800","01","0000","0","0000","7190","5800",215424.00
"38","68478","0000000","2020","A   ","BA  ","0100000000072001300","01","0000","0","0000","7200","1300",422165.08
"38","68478","0000000","2020","A   ","BA  ","0100000000072002300","01","0000","0","0000","7200","2300",2106156.26
"38","68478","0000000","2020","A   ","BA  ","0100000000072002400","01","0000","0","0000","7200","2400",282209.35
"38","68478","0000000","2020","A   ","BA  ","0100000000072003101","01","0000","0","0000","7200","3101",68125.37
"38","68478","0000000","2020","A   ","BA  ","0100000000072003102","01","0000","0","0000","7200","3102",36966.98
"38","68478","0000000","2020","A   ","BA  ","0100000000072003301","01","0000","0","0000","7200","3301",5898.89
"38","68478","0000000","2020","A   ","BA  ","0100000000072003302","01","0000","0","0000","7200","3302",623842.20
"38","68478","0000000","2020","A   ","BA  ","0100000000072003402","01","0000","0","0000","7200","3402",200185.69
"38","68478","0000000","2020","A   ","BA  ","0100000000072003501","01","0000","0","0000","7200","3501",210.98
"38","68478","0000000","2020","A   ","BA  ","0100000000072003502","01","0000","0","0000","7200","3502",1199.51
"38","68478","0000000","2020","A   ","BA  ","0100000000072003601","01","0000","0","0000","7200","3601",9645.62
"38","68478","0000000","2020","A   ","BA  ","0100000000072003602","01","0000","0","0000","7200","3602",53707.79
"38","68478","0000000","2020","A   ","BA  ","0100000000072003701","01","0000","0","0000","7200","3701",28647.27
"38","68478","0000000","2020","A   ","BA  ","0100000000072003702","01","0000","0","0000","7200","3702",162069.66
"38","68478","0000000","2020","A   ","BA  ","0100000000072004300","01","0000","0","0000","7200","4300",7338.03
"38","68478","0000000","2020","A   ","BA  ","0100000000072004400","01","0000","0","0000","7200","4400",6658.92
