Ccode,Dcode,SchoolCode,Fiscalyear,Period,Colcode,Account,Fund,Resource,Projectyear,Goal,Function,Object,Value
"38","68478","0000000","2021","A   ","BA  ","0100000000000009320","01","0000","0","0000","0000","9320",1876150.06
"38","68478","0000000","2021","A   ","BA  ","0100000000000009330","01","0000","0","0000","0000","9330",154652.47
"38","68478","0000000","2021","A   ","BA  ","0100000000000009500","01","0000","0","0000","0000","9500",109693640.19
"38","68478","0000000","2021","A   ","BA  ","0100000000000009590","01","0000","0","0000","0000","9590",15156256.98
"38","68478","0000000","2021","A   ","BA  ","0100000000000009650","01","0000","0","0000","0000","9650",589941.84
"38","68478","0000000","2021","A   ","BA  ","0100000000000009711","01","0000","0","0000","0000","9711",500.00
"38","68478","0000000","2021","A   ","BA  ","0100000000000009712","01","0000","0","0000","0000","9712",1876150.06
"38","68478","0000000","2021","A   ","BA  ","0100000000000009713","01","0000","0","0000","0000","9713",154652.47
"38","68478","0000000","2021","A   ","BA  ","0100000000000009750","01","0000","0","0000","0000","9750",65000000.00
"38","68478","0000000","2021","A   ","BA  ","0100000000000009760","01","0000","0","0000","0000","9760",40000000.00
"38","68478","0000000","2021","A   ","BA  ","0100000000000009789","01","0000","0","0000","0000","9789",23242275.00
"38","68478","0000000","2021","A   ","BA  ","0100000000000009790","01","0000","0","0000","0000","9790",29427358.83
"38","68478","0000000","2021","A   ","BA  ","0100000000000009791","01","0000","0","0000","0000","9791",42758492.13
"38","68478","0000000","2021","A   ","BA  ","0100000000000009793","01","0000","0","0000","0000","9793",-1500000.00
"38","68478","0000000","2021","A   ","BA  ","010000000000000979Z","01","0000","0","0000","0000","979Z",159700936.36
"38","68478","0000000","2021","A   ","BA  ","0100000000021001300","01","0000","0","0000","2100","1300",77413.81
"38","68478","0000000","2021","A   ","BA  ","0100000000021002300","01","0000","0","0000","2100","2300",1719.98
"38","68478","0000000","2021","A   ","BA  ","0100000000021002400","01","0000","0","0000","2100","2400",307162.13
"38","68478","0000000","2021","A   ","BA  ","0100000000021002900","01","0000","0","0000","2100","2900",5362.67
"38","68478","0000000","2021","A   ","BA  ","0100000000021003101","01","0000","0","0000","2100","3101",13667.42
"38","68478","0000000","2021","A   ","BA  ","0100000000021003102","01","0000","0","0000","2100","3102",252.16
"38","68478","0000000","2021","A   ","BA  ","0100000000021003301","01","0000","0","0000","2100","3301",1132.52
"38","68478","0000000","2021","A   ","BA  ","0100000000021003302","01","0000","0","0000","2100","3302",62163.93
"38","68478","0000000","2021","A   ","BA  ","0100000000021003402","01","0000","0","0000","2100","3402",-988878.89
"38","68478","0000000","2021","A   ","BA  ","0100000000021003501","01","0000","0","0000","2100","3501",403.90
"38","68478","0000000","2021","A   ","BA  ","0100000000021003502","01","0000","0","0000","2100","3502",1037.56
"38","68478","0000000","2021","A   ","BA  ","0100000000021003601","01","0000","0","0000","2100","3601",1830.20
"38","68478","0000000","2021","A   ","BA  ","0100000000021003602","01","0000","0","0000","2100","3602",4879.37
"38","68478","0000000","2021","A   ","BA  ","0100000000021003701","01","0000","0","0000","2100","3701",4680.49
"38","68478","0000000","2021","A   ","BA  ","0100000000021003702","01","0000","0","0000","2100","3702",20896.20
"38","68478","0000000","2021","A   ","BA  ","0100000000021004300","01","0000","0","0000","2100","4300",5263.68
"38","68478","0000000","2021","A   ","BA  ","0100000000021004400","01","0000","0","0000","2100","4400",10.53
"38","68478","0000000","2021","A   ","BA  ","0100000000021005200","01","0000","0","0000","2100","5200",151.19
"38","68478","0000000","2021","A   ","BA  ","0100000000021005800","01","0000","0","0000","2100","5800",3662198.12
"38","68478","0000000","2021","A   ","BA  ","010000000002100PCRA","01","0000","0","0000","2100","PCRA",-18418783.42
"38","68478","0000000","2021","A   ","BA  ","010000000002140PCRA","01","0000","0","0000","2140","PCRA",-132127.07
"38","68478","0000000","2021","A   ","BA  ","0100000000024202300","01","0000","0","0000","2420","2300",74348.86
"38","68478","0000000","2021","A   ","BA  ","0100000000024203302","01","0000","0","0000","2420","3302",20508.28
"38","68478","0000000","2021","A   ","BA  ","0100000000024203402","01","0000","0","0000","2420","3402",11280.80
"38","68478","0000000","2021","A   ","BA  ","0100000000024203502","01","0000","0","0000","2420","3502",370.28
"38","68478","0000000","2021","A   ","BA  ","0100000000024203602","01","0000","0","0000","2420","3602",1716.17
"38","68478","0000000","2021","A   ","BA  ","0100000000024203702","01","0000","0","0000","2420","3702",4947.47
"38","68478","0000000","2021","A   ","BA  ","0100000000024204300","01","0000","0","0000","2420","4300",164493.13
"38","68478","0000000","2021","A   ","BA  ","0100000000024204400","01","0000","0","0000","2420","4400",16515.93
"38","68478","0000000","2021","A   ","BA  ","0100000000024205200","01","0000","0","0000","2420","5200",15935.20
"38","68478","0000000","2021","A   ","BA  ","0100000000024205600","01","0000","0","0000","2420","5600",4143.04
"38","68478","0000000","2021","A   ","BA  ","0100000000024205800","01","0000","0","0000","2420","5800",59976.00
"38","68478","0000000","2021","A   ","BA  ","010000000002420PCRA","01","0000","0","0000","2420","PCRA",-378899.96
"38","68478","0000000","2021","A   ","BA  ","0100000000027001300","01","0000","0","0000","2700","1300",21767924.39
"38","68478","0000000","2021","A   ","BA  ","0100000000027001900","01","0000","0","0000","2700","1900",12580.33
"38","68478","0000000","2021","A   ","BA  ","0100000000027002400","01","0000","0","0000","2700","2400",11312528.56
"38","68478","0000000","2021","A   ","BA  ","0100000000027002900","01","0000","0","0000","2700","2900",2719.95
"38","68478","0000000","2021","A   ","BA  ","0100000000027003101","01","0000","0","0000","2700","3101",3616714.38
"38","68478","0000000","2021","A   ","BA  ","0100000000027003301","01","0000","0","0000","2700","3301",307541.26
"38","68478","0000000","2021","A   ","BA  ","0100000000027003302","01","0000","0","0000","2700","3302",2845685.48
"38","68478","0000000","2021","A   ","BA  ","0100000000027003402","01","0000","0","0000","2700","3402",4504128.21
"38","68478","0000000","2021","A   ","BA  ","0100000000027003501","01","0000","0","0000","2700","3501",109350.31
"38","68478","0000000","2021","A   ","BA  ","0100000000027003502","01","0000","0","0000","2700","3502",56232.18
"38","68478","0000000","2021","A   ","BA  ","0100000000027003601","01","0000","0","0000","2700","3601",515881.09
"38","68478","0000000","2021","A   ","BA  ","0100000000027003602","01","0000","0","0000","2700","3602",257296.86
"38","68478","0000000","2021","A   ","BA  ","0100000000027003701","01","0000","0","0000","2700","3701",1419091.69
"38","68478","0000000","2021","A   ","BA  ","0100000000027003702","01","0000","0","0000","2700","3702",752628.15
"38","68478","0000000","2021","A   ","BA  ","0100000000027004400","01","0000","0","0000","2700","4400",292.83
"38","68478","0000000","2021","A   ","BA  ","0100000000027005200","01","0000","0","0000","2700","5200",43173.68
"38","68478","0000000","2021","A   ","BA  ","0100000000027005300","01","0000","0","0000","2700","5300",516.68
"38","68478","0000000","2021","A   ","BA  ","0100000000027005600","01","0000","0","0000","2700","5600",416768.93
"38","68478","0000000","2021","A   ","BA  ","0100000000027005800","01","0000","0","0000","2700","5800",185874.54
"38","68478","0000000","2021","A   ","BA  ","0100000000027005900","01","0000","0","0000","2700","5900",46610.33
"38","68478","0000000","2021","A   ","BA  ","010000000002700PCRA","01","0000","0","0000","2700","PCRA",-63560613.81
"38","68478","0000000","2021","A   ","BA  ","0100000000031101300","01","0000","0","0000","3110","1300",360297.41
"38","68478","0000000","2021","A   ","BA  ","0100000000031102400","01","0000","0","0000","3110","2400",873.45
"38","68478","0000000","2021","A   ","BA  ","0100000000031102900","01","0000","0","0000","3110","2900",634.22
"38","68478","0000000","2021","A   ","BA  ","0100000000031103101","01","0000","0","0000","3110","3101",61054.26
"38","68478","0000000","2021","A   ","BA  ","0100000000031103301","01","0000","0","0000","3110","3301",5075.35
"38","68478","0000000","2021","A   ","BA  ","0100000000031103302","01","0000","0","0000","3110","3302",1171.76
"38","68478","0000000","2021","A   ","BA  ","0100000000031103402","01","0000","0","0000","3110","3402",32111.37
"38","68478","0000000","2021","A   ","BA  ","0100000000031103501","01","0000","0","0000","3110","3501",1826.59
"38","68478","0000000","2021","A   ","BA  ","0100000000031103502","01","0000","0","0000","3110","3502",20.02
"38","68478","0000000","2021","A   ","BA  ","0100000000031103601","01","0000","0","0000","3110","3601",8660.75
"38","68478","0000000","2021","A   ","BA  ","0100000000031103602","01","0000","0","0000","3110","3602",96.26
"38","68478","0000000","2021","A   ","BA  ","0100000000031103701","01","0000","0","0000","3110","3701",23975.62
"38","68478","0000000","2021","A   ","BA  ","0100000000031103702","01","0000","0","0000","3110","3702",93.12
"38","68478","0000000","2021","A   ","BA  ","0100000000031105800","01","0000","0","0000","3110","5800",6109.35
"38","68478","0000000","2021","A   ","BA  ","0100000000031105900","01","0000","0","0000","3110","5900",132.54
"38","68478","0000000","2021","A   ","BA  ","010000000003110PCRA","01","0000","0","0000","3110","PCRA",-2358273.25
"38","68478","0000000","2021","A   ","BA  ","010000000003120PCRA","01","0000","0","0000","3120","PCRA",-478.00
"38","68478","0000000","2021","A   ","BA  ","0100000000031301300","01","0000","0","0000","3130","1300",3430.00
"38","68478","0000000","2021","A   ","BA  ","0100000000031302900","01","0000","0","0000","3130","2900",718746.45
"38","68478","0000000","2021","A   ","BA  ","0100000000031303101","01","0000","0","0000","3130","3101",568.91
"38","68478","0000000","2021","A   ","BA  ","0100000000031303301","01","0000","0","0000","3130","3301",2110.65
"38","68478","0000000","2021","A   ","BA  ","0100000000031303302","01","0000","0","0000","3130","3302",189774.49
"38","68478","0000000","2021","A   ","BA  ","0100000000031303402","01","0000","0","0000","3130","3402",141292.25
"38","68478","0000000","2021","A   ","BA  ","0100000000031303501","01","0000","0","0000","3130","3501",153.31
"38","68478","0000000","2021","A   ","BA  ","0100000000031303502","01","0000","0","0000","3130","3502",3454.89
"38","68478","0000000","2021","A   ","BA  ","0100000000031303601","01","0000","0","0000","3130","3601",80.71
"38","68478","0000000","2021","A   ","BA  ","0100000000031303602","01","0000","0","0000","3130","3602",14291.52
"38","68478","0000000","2021","A   ","BA  ","0100000000031303702","01","0000","0","0000","3130","3702",47742.92
"38","68478","0000000","2021","A   ","BA  ","010000000003130PCRA","01","0000","0","0000","3130","PCRA",-2679005.93
"38","68478","0000000","2021","A   ","BA  ","0100000000031401200","01","0000","0","0000","3140","1200",617862.34
"38","68478","0000000","2021","A   ","BA  ","0100000000031401300","01","0000","0","0000","3140","1300",246439.93
"38","68478","0000000","2021","A   ","BA  ","0100000000031401900","01","0000","0","0000","3140","1900",91449.54
"38","68478","0000000","2021","A   ","BA  ","0100000000031402400","01","0000","0","0000","3140","2400",2887.07
"38","68478","0000000","2021","A   ","BA  ","0100000000031402900","01","0000","0","0000","3140","2900",442549.09
"38","68478","0000000","2021","A   ","BA  ","0100000000031403101","01","0000","0","0000","3140","3101",160467.69
"38","68478","0000000","2021","A   ","BA  ","0100000000031403301","01","0000","0","0000","3140","3301",13471.44
"38","68478","0000000","2021","A   ","BA  ","0100000000031403302","01","0000","0","0000","3140","3302",125851.22
"38","68478","0000000","2021","A   ","BA  ","0100000000031403402","01","0000","0","0000","3140","3402",206999.86
"38","68478","0000000","2021","A   ","BA  ","0100000000031403501","01","0000","0","0000","3140","3501",5055.26
"38","68478","0000000","2021","A   ","BA  ","0100000000031403502","01","0000","0","0000","3140","3502",2228.62
"38","68478","0000000","2021","A   ","BA  ","0100000000031403601","01","0000","0","0000","3140","3601",21937.81
"38","68478","0000000","2021","A   ","BA  ","0100000000031403602","01","0000","0","0000","3140","3602",10234.84
"38","68478","0000000","2021","A   ","BA  ","0100000000031403701","01","0000","0","0000","3140","3701",63599.50
"38","68478","0000000","2021","A   ","BA  ","0100000000031403702","01","0000","0","0000","3140","3702",29630.99
"38","68478","0000000","2021","A   ","BA  ","0100000000031404300","01","0000","0","0000","3140","4300",24418.63
"38","68478","0000000","2021","A   ","BA  ","0100000000031404400","01","0000","0","0000","3140","4400",40432.62
"38","68478","0000000","2021","A   ","BA  ","0100000000031405100","01","0000","0","0000","3140","5100",1896743.22
"38","68478","0000000","2021","A   ","BA  ","0100000000031405200","01","0000","0","0000","3140","5200",20040.05
"38","68478","0000000","2021","A   ","BA  ","0100000000031405600","01","0000","0","0000","3140","5600",17863.58
"38","68478","0000000","2021","A   ","BA  ","0100000000031405800","01","0000","0","0000","3140","5800",384939.74
"38","68478","0000000","2021","A   ","BA  ","0100000000031405900","01","0000","0","0000","3140","5900",1243.75
"38","68478","0000000","2021","A   ","BA  ","010000000003140PCRA","01","0000","0","0000","3140","PCRA",-15096476.92
"38","68478","0000000","2021","A   ","BA  ","010000000003150PCRA","01","0000","0","0000","3150","PCRA",-306.00
"38","68478","0000000","2021","A   ","BA  ","0100000000031601300","01","0000","0","0000","3160","1300",579560.19
"38","68478","0000000","2021","A   ","BA  ","0100000000031601900","01","0000","0","0000","3160","1900",411475.73
"38","68478","0000000","2021","A   ","BA  ","0100000000031602400","01","0000","0","0000","3160","2400",493632.78
"38","68478","0000000","2021","A   ","BA  ","0100000000031603101","01","0000","0","0000","3160","3101",168177.19
"38","68478","0000000","2021","A   ","BA  ","0100000000031603301","01","0000","0","0000","3160","3301",14041.66
"38","68478","0000000","2021","A   ","BA  ","0100000000031603302","01","0000","0","0000","3160","3302",131406.71
"38","68478","0000000","2021","A   ","BA  ","0100000000031603402","01","0000","0","0000","3160","3402",144874.67
"38","68478","0000000","2021","A   ","BA  ","0100000000031603501","01","0000","0","0000","3160","3501",5123.71
"38","68478","0000000","2021","A   ","BA  ","0100000000031603502","01","0000","0","0000","3160","3502",2455.00
"38","68478","0000000","2021","A   ","BA  ","0100000000031603601","01","0000","0","0000","3160","3601",21685.08
"38","68478","0000000","2021","A   ","BA  ","0100000000031603602","01","0000","0","0000","3160","3602",10857.90
"38","68478","0000000","2021","A   ","BA  ","0100000000031603701","01","0000","0","0000","3160","3701",65947.48
"38","68478","0000000","2021","A   ","BA  ","0100000000031603702","01","0000","0","0000","3160","3702",32848.27
"38","68478","0000000","2021","A   ","BA  ","0100000000031604300","01","0000","0","0000","3160","4300",16816.92
"38","68478","0000000","2021","A   ","BA  ","0100000000031604400","01","0000","0","0000","3160","4400",2019.86
"38","68478","0000000","2021","A   ","BA  ","0100000000031605200","01","0000","0","0000","3160","5200",1246.85
"38","68478","0000000","2021","A   ","BA  ","0100000000031605600","01","0000","0","0000","3160","5600",15480.26
"38","68478","0000000","2021","A   ","BA  ","0100000000031605800","01","0000","0","0000","3160","5800",500836.73
"38","68478","0000000","2021","A   ","BA  ","0100000000031605900","01","0000","0","0000","3160","5900",463.22
"38","68478","0000000","2021","A   ","BA  ","010000000003160PCRA","01","0000","0","0000","3160","PCRA",-3442536.42
"38","68478","0000000","2021","A   ","BA  ","0100000000036002200","01","0000","0","0000","3600","2200",241789.28
"38","68478","0000000","2021","A   ","BA  ","0100000000036002300","01","0000","0","0000","3600","2300",153000.63
"38","68478","0000000","2021","A   ","BA  ","0100000000036002400","01","0000","0","0000","3600","2400",140741.93
"38","68478","0000000","2021","A   ","BA  ","0100000000036003301","01","0000","0","0000","3600","3301",413.25
"38","68478","0000000","2021","A   ","BA  ","0100000000036003302","01","0000","0","0000","3600","3302",148112.73
"38","68478","0000000","2021","A   ","BA  ","0100000000036003402","01","0000","0","0000","3600","3402",123416.66
"38","68478","0000000","2021","A   ","BA  ","0100000000036003501","01","0000","0","0000","3600","3501",29.01
"38","68478","0000000","2021","A   ","BA  ","0100000000036003502","01","0000","0","0000","3600","3502",2636.94
"38","68478","0000000","2021","A   ","BA  ","0100000000036003602","01","0000","0","0000","3600","3602",12217.74
"38","68478","0000000","2021","A   ","BA  ","0100000000036003702","01","0000","0","0000","3600","3702",35636.43
"38","68478","0000000","2021","A   ","BA  ","0100000000036004300","01","0000","0","0000","3600","4300",4170.17
"38","68478","0000000","2021","A   ","BA  ","0100000000036004400","01","0000","0","0000","3600","4400",4789.86
"38","68478","0000000","2021","A   ","BA  ","0100000000036005200","01","0000","0","0000","3600","5200",15.50
"38","68478","0000000","2021","A   ","BA  ","0100000000036005600","01","0000","0","0000","3600","5600",2492.79
"38","68478","0000000","2021","A   ","BA  ","0100000000036005800","01","0000","0","0000","3600","5800",-0.19
"38","68478","0000000","2021","A   ","BA  ","0100000000036005900","01","0000","0","0000","3600","5900",916.64
"38","68478","0000000","2021","A   ","BA  ","010000000003600PCRA","01","0000","0","0000","3600","PCRA",-2767074.62
"38","68478","0000000","2021","A   ","BA  ","0100000000037002200","01","0000","0","0000","3700","2200",194458.77
"38","68478","0000000","2021","A   ","BA  ","0100000000037002300","01","0000","0","0000","3700","2300",118716.50
"38","68478","0000000","2021","A   ","BA  ","0100000000037003301","01","0000","0","0000","3700","3301",334.16
"38","68478","0000000","2021","A   ","BA  ","0100000000037003302","01","0000","0","0000","3700","3302",93000.83
"38","68478","0000000","2021","A   ","BA  ","0100000000037003402","01","0000","0","0000","3700","3402",66365.45
"38","68478","0000000","2021","A   ","BA  ","0100000000037003501","01","0000","0","0000","3700","3501",22.61
"38","68478","0000000","2021","A   ","BA  ","0100000000037003502","01","0000","0","0000","3700","3502",1530.31
"38","68478","0000000","2021","A   ","BA  ","0100000000037003602","01","0000","0","0000","3700","3602",6748.15
"38","68478","0000000","2021","A   ","BA  ","0100000000037003702","01","0000","0","0000","3700","3702",20839.89
"38","68478","0000000","2021","A   ","BA  ","0100000000037005800","01","0000","0","0000","3700","5800",500.00
"38","68478","0000000","2021","A   ","BA  ","0100000000039002300","01","0000","0","0000","3900","2300",123638.26
"38","68478","0000000","2021","A   ","BA  ","0100000000039002900","01","0000","0","0000","3900","2900",203504.63
"38","68478","0000000","2021","A   ","BA  ","0100000000039003301","01","0000","0","0000","3900","3301",1189.98
"38","68478","0000000","2021","A   ","BA  ","0100000000039003302","01","0000","0","0000","3900","3302",70931.71
"38","68478","0000000","2021","A   ","BA  ","0100000000039003402","01","0000","0","0000","3900","3402",18361.21
"38","68478","0000000","2021","A   ","BA  ","0100000000039003501","01","0000","0","0000","3900","3501",78.36
"38","68478","0000000","2021","A   ","BA  ","0100000000039003502","01","0000","0","0000","3900","3502",1587.94
"38","68478","0000000","2021","A   ","BA  ","0100000000039003602","01","0000","0","0000","3900","3602",7264.45
"38","68478","0000000","2021","A   ","BA  ","0100000000039003702","01","0000","0","0000","3900","3702",14278.79
"38","68478","0000000","2021","A   ","BA  ","0100000000039004300","01","0000","0","0000","3900","4300",504.51
"38","68478","0000000","2021","A   ","BA  ","0100000000039004400","01","0000","0","0000","3900","4400",10944.31
"38","68478","0000000","2021","A   ","BA  ","0100000000039005200","01","0000","0","0000","3900","5200",25.95
"38","68478","0000000","2021","A   ","BA  ","0100000000039005600","01","0000","0","0000","3900","5600",1879.56
"38","68478","0000000","2021","A   ","BA  ","0100000000039005800","01","0000","0","0000","3900","5800",2741572.49
"38","68478","0000000","2021","A   ","BA  ","0100000000039005900","01","0000","0","0000","3900","5900",529.30
"38","68478","0000000","2021","A   ","BA  ","010000000003900PCRA","01","0000","0","0000","3900","PCRA",-3208842.45
"38","68478","0000000","2021","A   ","BA  ","0100000000071101100","01","0000","0","0000","7110","1100",184308.57
"38","68478","0000000","2021","A   ","BA  ","0100000000071102300","01","0000","0","0000","7110","2300",419486.76
"38","68478","0000000","2021","A   ","BA  ","0100000000071102400","01","0000","0","0000","7110","2400",79214.06
"38","68478","0000000","2021","A   ","BA  ","0100000000071103101","01","0000","0","0000","7110","3101",31075.50
"38","68478","0000000","2021","A   ","BA  ","0100000000071103301","01","0000","0","0000","7110","3301",2520.01
"38","68478","0000000","2021","A   ","BA  ","0100000000071103302","01","0000","0","0000","7110","3302",123323.95
"38","68478","0000000","2021","A   ","BA  ","0100000000071103402","01","0000","0","0000","7110","3402",53971.69
"38","68478","0000000","2021","A   ","BA  ","0100000000071103501","01","0000","0","0000","7110","3501",840.01
"38","68478","0000000","2021","A   ","BA  ","0100000000071103502","01","0000","0","0000","7110","3502",2408.25
"38","68478","0000000","2021","A   ","BA  ","0100000000071103601","01","0000","0","0000","7110","3601",4408.13
"38","68478","0000000","2021","A   ","BA  ","0100000000071103602","01","0000","0","0000","7110","3602",11138.42
"38","68478","0000000","2021","A   ","BA  ","0100000000071103701","01","0000","0","0000","7110","3701",12264.62
"38","68478","0000000","2021","A   ","BA  ","0100000000071103702","01","0000","0","0000","7110","3702",33185.54
"38","68478","0000000","2021","A   ","BA  ","0100000000071104300","01","0000","0","0000","7110","4300",13415.82
"38","68478","0000000","2021","A   ","BA  ","0100000000071104400","01","0000","0","0000","7110","4400",35.00
"38","68478","0000000","2021","A   ","BA  ","0100000000071105200","01","0000","0","0000","7110","5200",7881.10
"38","68478","0000000","2021","A   ","BA  ","0100000000071105300","01","0000","0","0000","7110","5300",88462.00
"38","68478","0000000","2021","A   ","BA  ","0100000000071105600","01","0000","0","0000","7110","5600",10503.61
"38","68478","0000000","2021","A   ","BA  ","0100000000071105800","01","0000","0","0000","7110","5800",431295.67
"38","68478","0000000","2021","A   ","BA  ","0100000000071105900","01","0000","0","0000","7110","5900",1963.21
"38","68478","0000000","2021","A   ","BA  ","0100000000071501300","01","0000","0","0000","7150","1300",332019.94
"38","68478","0000000","2021","A   ","BA  ","0100000000071502300","01","0000","0","0000","7150","2300",843422.09
"38","68478","0000000","2021","A   ","BA  ","0100000000071502400","01","0000","0","0000","7150","2400",286744.65
"38","68478","0000000","2021","A   ","BA  ","0100000000071503101","01","0000","0","0000","7150","3101",83383.66
"38","68478","0000000","2021","A   ","BA  ","0100000000071503102","01","0000","0","0000","7150","3102",35408.85
"38","68478","0000000","2021","A   ","BA  ","0100000000071503301","01","0000","0","0000","7150","3301",21322.68
"38","68478","0000000","2021","A   ","BA  ","0100000000071503302","01","0000","0","0000","7150","3302",247205.94
"38","68478","0000000","2021","A   ","BA  ","0100000000071503402","01","0000","0","0000","7150","3402",113528.86
"38","68478","0000000","2021","A   ","BA  ","0100000000071503501","01","0000","0","0000","7150","3501",1852.22
"38","68478","0000000","2021","A   ","BA  ","0100000000071503502","01","0000","0","0000","7150","3502",5435.44
"38","68478","0000000","2021","A   ","BA  ","0100000000071503601","01","0000","0","0000","7150","3601",7968.99
"38","68478","0000000","2021","A   ","BA  ","0100000000071503602","01","0000","0","0000","7150","3602",25192.98
"38","68478","0000000","2021","A   ","BA  ","0100000000071503701","01","0000","0","0000","7150","3701",22093.92
"38","68478","0000000","2021","A   ","BA  ","0100000000071503702","01","0000","0","0000","7150","3702",75205.79
"38","68478","0000000","2021","A   ","BA  ","0100000000071504300","01","0000","0","0000","7150","4300",15649.36
"38","68478","0000000","2021","A   ","BA  ","0100000000071504400","01","0000","0","0000","7150","4400",4613.33
"38","68478","0000000","2021","A   ","BA  ","0100000000071505200","01","0000","0","0000","7150","5200",13050.44
"38","68478","0000000","2021","A   ","BA  ","0100000000071505300","01","0000","0","0000","7150","5300",5795.00
"38","68478","0000000","2021","A   ","BA  ","0100000000071505600","01","0000","0","0000","7150","5600",10196.39
"38","68478","0000000","2021","A   ","BA  ","0100000000071505800","01","0000","0","0000","7150","5800",7704.76
"38","68478","0000000","2021","A   ","BA  ","0100000000071505900","01","0000","0","0000","7150","5900",4280.32
"38","68478","0000000","2021","A   ","BA  ","0100000000071508699","01","0000","0","0000","7150","8699",17.95
"38","68478","0000000","2021","A   ","BA  ","0100000000071802300","01","0000","0","0000","7180","2300",140748.31
"38","68478","0000000","2021","A   ","BA  ","0100000000071802400","01","0000","0","0000","7180","2400",1298.18
"38","68478","0000000","2021","A   ","BA  ","0100000000071803301","01","0000","0","0000","7180","3301",78.11
"38","68478","0000000","2021","A   ","BA  ","0100000000071803302","01","0000","0","0000","7180","3302",35123.01
"38","68478","0000000","2021","A   ","BA  ","0100000000071803402","01","0000","0","0000","7180","3402",7197.15
"38","68478","0000000","2021","A   ","BA  ","0100000000071803501","01","0000","0","0000","7180","3501",26.93
"38","68478","0000000","2021","A   ","BA  ","0100000000071803502","01","0000","0","0000","7180","3502",684.82
"38","68478","0000000","2021","A   ","BA  ","0100000000071803602","01","0000","0","0000","7180","3602",3171.26
"38","68478","0000000","2021","A   ","BA  ","0100000000071803702","01","0000","0","0000","7180","3702",9452.34
"38","68478","0000000","2021","A   ","BA  ","0100000000071805800","01","0000","0","0000","7180","5800",-4.00
"38","68478","0000000","2021","A   ","BA  ","0100000000072001300","01","0000","0","0000","7200","1300",212877.48
"38","68478","0000000","2021","A   ","BA  ","0100000000072002300","01","0000","0","0000","7200","2300",1059492.99
"38","68478","0000000","2021","A   ","BA  ","0100000000072002400","01","0000","0","0000","7200","2400",107320.12
"38","68478","0000000","2021","A   ","BA  ","0100000000072002900","01","0000","0","0000","7200","2900",105973.54
"38","68478","0000000","2021","A   ","BA  ","0100000000072003101","01","0000","0","0000","7200","3101",36016.07
"38","68478","0000000","2021","A   ","BA  ","0100000000072003102","01","0000","0","0000","7200","3102",10551.41
