Ccode,Dcode,Scode,EntityName
33,10330,0137851,Julia Lee Performing Arts Academy
33,10330,0137869,Excelsior Charter School Corona-Norco
33,10330,0138024,Journey
33,10330,0138602,JCS - Pine Hills
33,10330,0139428,Garvey/Allen Visual & Performing Arts Academy for STEM
33,10330,0140780,Audeo Valley Charter
33,66993,0127142,Highland Academy
33,66993,0139360,Mission Vista Academy
33,67058,6031959,George Washington Charter
33,67058,6031991,Palm Desert Charter Middle
33,67082,0120675,Western Center Academy
33,67116,0109843,Santa Rosa Academy
33,67157,3331014,Nuview Bridge Early College High
33,67173,6032411,Cielo Vista Charter
33,67181,0138610,Scale Leadership Academy - East
33,67199,6105571,Innovative Horizons Charter
33,67207,0101170,California Military Institute
33,67215,0126128,REACH Leadership STEAM Academy
33,67249,6114748,San Jacinto Valley Academy
33,73676,0121673,NOVA Academy - Coachella
33,75176,0120204,Sycamore Academy of Science and Cultural Arts
33,75192,3330917,Temecula Preparatory
33,75192,6112551,Temecula Valley Charter
34,10348,0136275,Fortune
34,10348,0140160,American River Collegiate Academy
34,10348,0142091,Capital College & Career Academy
34,67314,0111732,California Montessori Project - Elk Grove Campus
34,67314,0137281,SAVA - Sacramento Academic and Vocational Academy - EGUSD
34,67314,6112254,Elk Grove Charter
34,67330,0106757,Folsom Cordova K-8 Community Charter
34,67330,0142208,New Pacific Charter - Rancho Cordova
34,67413,0114660,Delta Elementary Charter
34,67421,0132019,Paseo Grande Charter
34,67421,0137950,Marconi Learning Academy
34,67421,0140178,New Hope Charter
34,67439,0101048,St. HOPE Public School 7
34,67439,0101295,Sol Aureus College Preparatory
34,67439,0101881,Sacramento New Technology Early College High
34,67439,0101899,George Washington Carver School of Arts and Science
34,67439,0101907,The MET
34,67439,0102038,Sacramento Charter High
34,67439,0102343,Aspire Capitol Heights Academy
34,67439,0106898,The Language Academy of Sacramento
34,67439,0111757,California Montessori Project - Capitol Campus
34,67439,0121665,Yav Pem Suab Academy - Preparing for the Future Charter
34,67439,0123901,Capitol Collegiate Academy
34,67439,0131136,New Joseph Bonnheim (NJB) Community Charter
34,67439,0135343,Growth Public
34,67439,0137406,SAVA - Sacramento Academic and Vocational Academy - SCUSD
34,67439,6033799,Bowling Green Elementary
34,67447,0112169,California Montessori Project-San Juan Campuses
34,67447,0114983,Golden Valley River
34,67447,0120469,Aspire Alexander Twilight College Preparatory Academy
34,67447,0121467,Aspire Alexander Twilight Secondary Academy
34,67447,0128124,Gateway International
34,67447,0132399,Golden Valley Orchard
34,67447,3430691,Options for Youth-San Juan
34,67447,3430717,Visions In Education
34,67447,3430758,San Juan Choices Charter
34,75283,0108860,Westlake Charter
34,75283,0112425,Natomas Pacific Pathways Prep
34,75283,0120113,Natomas Pacific Pathways Prep Middle
34,75283,0126060,Leroy Greene Academy
34,75283,0134049,Natomas Pacific Pathways Prep Elementary
34,75283,3430659,Natomas Charter
34,76505,0101766,Community Outreach Academy
34,76505,0101832,Futures High
34,76505,0108415,Heritage Peak Charter
34,76505,0108795,Creative Connections Arts Academy
34,76505,0108837,Community Collaborative Charter
34,76505,0113878,Higher Learning Academy
34,76505,0114272,SAVA - Sacramento Academic and Vocational Academy
34,76505,0130757,Highlands Community Charter
34,76505,0139584,California Innovative Career Academy
34,76505,6033336,Smythe Academy of Arts and Sciences
34,76505,6112643,Westside Preparatory Charter
35,10355,0142489,Polytechnic Academy
35,67470,0127688,Hollister Prep
36,10363,0115808,Norton Science and Language Academy
36,10363,0139147,Sycamore Academy of Science and Cultural Arts - Chino Valley
36,10363,0140012,Entrepreneur High Fontana
36,10363,0142547,Inland Empire Springs Charter
36,10363,3630761,Excelsior Charter
36,10363,6111918,Desert Trails Preparatory Academy
36,67587,0128462,Taylion High Desert Academy/Adelanto
36,67678,0137547,Allegiance STEAM Academy - Thrive
36,67710,0141952,"Allegiance STEAM Academy - Thrive, Fontana"
36,67736,0116723,Academy of Careers and Exploration
36,67736,0128439,Empire Springs Charter
36,67736,0130948,Independence Charter Academy
36,67736,0136069,Sage Oak Charter
36,67736,0136937,Vista Norte Public Charter
36,67736,0139576,Excel Academy Charter
36,67827,0113928,Riverside Preparatory
36,67827,0137174,Mojave River Academy - Gold Canyon
36,67827,0137182,Mojave River Academy - National Trails
36,67827,0137190,Mojave River Academy - Oro Grande
36,67827,0137208,Mojave River Academy - Route 66
36,67827,0137216,Mojave River Academy - Rockview Park
36,67827,0137224,Mojave River Academy - Silver Mountain
36,67827,0137232,Mojave River Academy - Marble City
36,67843,3630928,Grove
36,67876,0107730,ASA Charter
36,67876,0109850,Public Safety Academy
36,67876,0117192,SOAR Charter Academy
36,67876,0120006,New Vision Middle
36,67876,0120568,Options for Youth-San Bernardino
36,67876,0121343,iEmpire Academy
36,67876,0122317,Hardy Brown College Prep
36,67876,0126714,Woodward Leadership Academy
36,67876,0133892,Ballington Academy for the Arts and Sciences - San Bernardino
36,67876,0136952,Entrepreneur High
36,67876,0137935,Savant Preparatory Academy of Business
36,67876,3630993,Provisional Accelerated Learning Academy
36,67918,6101927,Sixth Street Prep
36,67918,6118350,Mountain View Montessori Charter
36,67934,3630670,Options for Youth-Victor Valley Charter
36,67959,0114256,Inland Leaders Charter
36,67959,0124032,Competitive Edge Charter Academy (CECA)
36,75044,0107516,Summit Leadership Academy-High Desert
36,75044,0112441,Pathways to College K8
36,75044,0114389,Altus Schools Mirus Charter
36,75044,0116707,Encore Jr./Sr. High School for the Performing and Visual Arts
36,75044,0118059,LaVerne Elementary Preparatory Academy
36,75051,0115089,Sky Mountain Charter
36,75051,0136432,Alta Vista Innovation High
36,75051,0136960,Elite Academic Academy - Lucerne
36,75051,0137794,Gorman Learning Center San Bernardino/Santa Clarita
36,75051,0138107,Southern California Flex Academy
36,75051,0139188,Granite Mountain Charter
36,75077,3631207,Academy for Academic Excellence
37,10371,0108548,IFTIN Charter
37,10371,0124321,Howard Gardner Community Charter
37,10371,0134577,Audeo Charter II
37,10371,0136085,Scholarship Prep - Oceanside
37,10371,0137695,Community Montessori
37,10371,0137752,Dimensions Collaborative
37,10371,0138016,Pacific Springs Charter
37,10371,0138404,Classical Academy Vista
37,10371,0138594,Dual Language Immersion North County
37,10371,0138792,JCS - Manzanita
37,10371,6119119,Literacy First Charter
37,67983,0134890,San Diego Workforce Innovation High
37,67991,0108563,EJE Elementary Academy Charter
37,67991,0119255,EJE Middle Academy
37,67991,0139394,Kidinnu Academy
37,67991,0140558,Bostonia Global
37,68023,0119594,Leonardo da Vinci Health Sciences Charter
37,68023,0138073,Learning Choice Academy - Chula Vista
37,68023,6037956,Feaster (Mae L.) Charter
37,68023,6037980,Mueller Charter (Robert L.)
37,68023,6111322,Discovery Charter
37,68023,6115778,Chula Vista Learning Community Charter
37,68023,6116859,Arroyo Vista Charter
37,68049,0127118,The Heights Charter
37,68049,0129221,MethodSchools
37,68049,0132506,Cabrillo Point Academy
37,68049,0136416,Pacific Coast Academy
37,68098,0101535,Heritage K-8 Charter
37,68098,6116776,Classical Academy
37,68106,0111195,Classical Academy High
37,68106,0137034,Altus Schools North County
37,68106,3731023,Escondido Charter High
37,68130,0139063,The Learning Choice Academy - East County
37,68130,3731262,Steele Canyon High
37,68130,3732732,Helix High
37,68155,6117303,Greater San Diego Academy
37,68163,0128421,Harbor Springs Charter
37,68163,0137109,Diego Valley East Public Charter
37,68163,0138156,JCS - Mountain Oaks
37,68163,0138628,JCS - Cedar Cove
37,68163,0139402,Brookfield Engineering Science Technology Academy
37,68163,3731239,Julian Charter
37,68189,3731072,River Valley Charter
37,68189,6120901,Barona Indian Charter
37,68197,0136408,Sparrow Academy
37,68213,0123224,San Diego Virtual
37,68213,0127084,Compass Charter Schools of San Diego
37,68213,0129668,Motivated Youth Academy
37,68213,0136978,Elite Academic Academy - Mountain Empire
37,68213,0138636,JCS - Pine Valley
37,68221,0101360,Integrity Charter
37,68338,0101204,High Tech Middle
37,68338,0101345,KIPP Adelante Preparatory Academy
37,68338,0106732,High Tech High International
37,68338,0106799,Learning Choice Academy
37,68338,0107573,"High Tech Middle Media Arts "
37,68338,0108787,High Tech High Media Arts
37,68338,0109033,King-Chavez Arts and Athletics Academy
37,68338,0109157,Magnolia Science Academy San Diego
37,68338,0111898,Albert Einstein Academies
37,68338,0111906,King-Chavez Preparatory Academy
37,68338,0114462,Health Sciences High and Middle College
37,68338,0118083,Innovations Academy
37,68338,0118851,King-Chavez Community High
37,68338,0119610,Gompers Preparatory Academy
37,68338,0121681,San Diego Global Vision Academy
37,68338,0122788,School for Entrepreneurship and Technology
37,68338,0123778,Old Town Academy K-8 Charter
37,68338,0124347,City Heights Preparatory Charter
37,68338,0126730,Kavod Charter
37,68338,0127647,E3 Civic High
37,68338,0129387,Empower Language Academy
37,68338,0129395,Elevate
37,68338,0131565,High Tech Elementary
37,68338,0131979,Ingenuity Charter
37,68338,0135913,Urban Discovery Academy Charter
37,68338,0136663,America's Finest Charter
37,68338,3730959,Altus Schools Charter School of San Diego
37,68338,3731189,Preuss School UCSD
37,68338,3731247,High Tech High
37,68338,3731395,Altus Schools Audeo
37,68338,6039457,Darnall Charter
37,68338,6039812,Keiller Leadership Academy
37,68338,6040018,Harriet Tubman Village Charter
37,68338,6040190,King-Chavez Primary Academy
37,68338,6061964,The O'Farrell Charter
37,68338,6113211,McGill School of Success
37,68338,6115570,Museum
37,68338,6117279,Holly Drive Leadership Academy
37,68338,6117683,High Tech Elementary Explorer
37,68338,6119168,San Diego Cooperative Charter
37,68338,6119598,King-Chavez Academy of Excellence
37,68395,6040505,Imperial Beach Charter
37,68395,6040513,Nestor Language Academy Charter
37,68403,0125401,Insight @ San Diego
37,68403,6120893,California Virtual Academy @ San Diego
37,68411,0126086,Hawking S.T.E.A.M. Charter
37,68411,3731304,MAAC Community Charter
37,68452,0106120,SIATech
37,68452,0114264,North County Trade Tech High
37,68452,0124917,Guajome Learning Centers
37,68452,0128223,Bella Mente Montessori Academy
37,68452,3730942,Guajome Park Academy Charter
37,73569,0136267,Coastal Academy Charter
37,73569,3731221,Pacific View Charter
37,73791,0138222,Pivot Charter School - San Diego II
37,75416,0122796,All Tribes Elementary Charter
37,75416,0132472,California Pacific Charter - San Diego
37,75416,0138651,San Diego Mission Academy
37,75416,0139378,Sage Oak Charter School - South
37,75416,0139386,Excel Academy Charter
37,75416,0139451,Pathways Academy Charter School - Adult Education
37,75416,6119275,All Tribes Charter
37,76471,0114678,High Tech High Chula Vista
37,76471,0114694,High Tech High North County
37,76471,0119271,High Tech Middle North County
37,76471,0123042,High Tech Middle Chula Vista
37,76471,0123059,High Tech Elementary Chula Vista
37,76471,0127605,High Tech Elementary North County
37,76471,0137067,High Tech High Mesa
37,76471,0138768,High Tech Middle Mesa
37,76471,0138776,High Tech Elementary Mesa
37,76851,6113468,Vivian Banks Charter
37,77099,0136077,Altus Schools East County
37,77107,0136473,Altus Schools South Bay
37,77156,0137323,Vista Springs Charter
37,77164,0137356,College Preparatory Middle
37,77172,0138099,Baypoint Preparatory Academy - San Diego
38,68478,0101337,KIPP Bayview Academy
38,68478,0101352,KIPP San Francisco Bay Academy
38,68478,0101774,Five Keys Charter (SF Sheriff's)
38,68478,0107300,City Arts & Leadership Academy
38,68478,0118141,Five Keys Independence HS (SF Sheriff's)
38,68478,0123265,Gateway Middle
38,68478,0123505,Mission Preparatory
38,68478,0127530,KIPP San Francisco College Preparatory
38,68478,3830429,Life Learning Academy Charter
38,68478,3830437,Gateway High
38,68478,6040935,Thomas Edison Charter Academy
38,68478,6112601,Creative Arts Charter
38,76927,0132183,The New School of San Francisco
38,77131,0137307,KIPP Bayview Elementary
39,10397,0120717,"one.Charter "
39,10397,0124958,TEAM Charter
39,10397,0142539,Unbound Stockton Community
39,10397,3930476,Venture Academy
39,68502,0126011,Escalon Charter Academy
39,68569,0132415,John McCandless Charter
39,68585,0101956,Aspire Benjamin Holt College Preparatory Academy
39,68585,0122580,Rio Valley Charter
39,68585,0133678,Aspire Benjamin Holt Middle
39,68585,6116594,Aspire Vincent Shalvey Academy
39,68585,6117675,Joe Serna Jr. Charter
39,68585,6118921,Aspire River Oaks Charter
39,68627,0117796,New Jerusalem
39,68627,0126755,ABLE Charter
39,68627,0127191,California Virtual Academy @ San Joaquin
39,68627,0129890,Delta Home Charter
39,68627,0129916,Valley View Charter Prep
39,68627,0132050,Astronaut Jose' M. Hernandez Academy
39,68627,0133116,Insight @ San Joaquin
39,68627,0136028,Delta Keys Charter
39,68627,0136135,Delta Charter Online
39,68627,6119309,Delta Charter
39,68650,0125849,California Online Public Schools Northern California
39,68676,0108647,Aspire Rosa Parks Academy
39,68676,0111336,Pittman Charter
39,68676,0114876,Aspire Port City Academy
39,68676,0117853,Dr. Lewis Dolphin Stallworth Sr. Charter
39,68676,0118497,Aspire Langston Hughes Academy
39,68676,0119743,Stockton Early College Academy
39,68676,0120725,Stockton Collegiate International Elementary
39,68676,0120733,Stockton Collegiate International Secondary
39,68676,0121541,Aspire APEX Academy
39,68676,0123802,Health Careers Academy
39,68676,0124248,Pacific Law Academy
39,68676,0136283,Team Charter Academy
39,68676,0139865,Aspire Stockton 6-12 Secondary Academy
39,68676,0139907,Voices College Bound Language Academy at Stockton
39,68676,0139923,Aspire Arts & Sciences Academy
39,68676,0140616,KIPP Stockton
39,68676,0141358,KIPP University Park
39,68676,6042725,Nightingale Charter
39,75499,0102384,Primary Charter
39,75499,0102392,Millennium Charter
39,75499,0139949,Tracy Independent Study Charter
39,75499,6118665,Discovery Charter
39,77388,0127134,River Islands Technology Academy II
39,77388,0131789,NextGeneration STEAM Academy
39,77388,0140392,Banta Charter
39,77388,0141234,EPIC Academy
39,77388,0141242,River Islands High
40,10405,0101725,Grizzly ChalleNGe Charter
40,10405,0125807,Almond Acres Charter Academy
40,68809,6043194,Bellevue-Santa Fe Charter
41,10413,0135269,Oxford Day Academy
41,68916,0112284,California Virtual Academy San Mateo
41,68924,0127548,Summit Public School: Shasta
41,68999,0134197,Aspire East Palo Alto Charter
41,68999,0135608,KIPP Valiant Community Prep
41,69005,0127282,Connect Community Charter
41,69005,0132068,KIPP Excelencia Community Preparatory
41,69005,0132076,Rocketship Redwood City
41,69021,6112213,San Carlos Charter Learning Center
41,69047,0129759,Design Tech High
41,69062,0112722,Summit Preparatory Charter High
41,69062,0119503,Everest Public High
41,69062,0126722,East Palo Alto Academy
41,69062,0139915,KIPP Esperanza High
42,69112,0111773,Family Partnership Charter
42,69112,0124255,Trivium Charter
42,69112,0137877,Trivium Charter School Adventure
42,69112,0137885,Trivium Charter School Voyage
42,69179,6118434,Santa Ynez Valley Charter
42,69229,0116921,Manzanita Public Charter
42,69260,0116434,Orcutt Academy Charter
42,75010,0138891,California Online Public Schools Central Coast
42,76786,6045918,Peabody Charter
42,76786,6111603,Santa Barbara Charter
42,76786,6118202,Adelante Charter
42,77198,0138362,Olive Grove Charter - Orcutt/Santa Maria
42,77206,0138370,Olive Grove Charter - Lompoc
42,77214,0138388,Olive Grove Charter - Buellton
42,77222,0138396,Olive Grove Charter - Santa Barbara
43,10439,0106534,Bullis Charter
43,10439,0111880,Discovery Charter
43,10439,0113431,University Preparatory Academy Charter
43,10439,0113704,Rocketship Mateo Sheedy Elementary
43,10439,0116814,ACE Empower Academy
43,10439,0119024,Rocketship Si Se Puede Academy
43,10439,0120642,Rocketship Los Suenos Academy
43,10439,0121483,Alpha: Cornerstone Academy Preparatory
43,10439,0123257,Downtown College Prep - Alum Rock
43,10439,0123281,Rocketship Discovery Prep
43,10439,0123794,Summit Public School: Tahoma
43,10439,0124065,Sunrise Middle
43,10439,0125781,Rocketship Academy Brilliant Minds
43,10439,0125799,Rocketship Alma Academy
43,10439,0127969,Discovery Charter II
43,10439,0129213,Alpha: Jose Hernandez
43,10439,0131110,Rocketship Fuerza Community Prep
43,10439,0131748,Voices College-Bound Language Academy at Morgan Hill
43,10439,0132530,Voices College-Bound Language Academy at Mt. Pleasant
43,10439,0133496,Rocketship Rising Stars
43,10439,0135087,Opportunity Youth Academy
43,69369,0106633,KIPP Heartwood Academy
43,69369,0125526,Alpha: Blanca Alvarado
43,69369,0129924,Kipp Prize Preparatory Academy
43,69385,6046445,Fammatre Elementary
43,69385,6046452,Farnham Charter
43,69385,6046486,Price Charter Middle
43,69385,6046494,Sartorette Charter
43,69393,0106005,Village
43,69393,0137273,Campbell School of Innovation
43,69393,6046510,Blackford Elementary
43,69393,6046536,Capri Elementary
43,69393,6046544,Castlemont Elementary
43,69393,6046577,Forest Hill Elementary
43,69393,6046601,Lynhaven Elementary
43,69393,6046619,Marshall Lane Elementary
43,69393,6046627,Monroe Middle
43,69393,6046668,Rolling Hills Middle
43,69393,6046692,Sherman Oaks Elementary
43,69427,0107151,"Escuela Popular/Center for Training and Careers, Family Learning"
43,69427,0116889,KIPP San Jose Collegiate
43,69427,0125617,ACE Charter High
43,69427,0130856,Luis Valdez Leadership Academy
43,69427,0131995,B. Roberto Cruz Leadership Academy
43,69427,0132274,Alpha Cindy Avitia High
43,69427,4330668,Latino College Preparatory Academy
43,69427,4330676,San Jose Conservation Corps Charter
43,69427,4330726,Escuela Popular Accelerated Family Learning
43,69450,0113662,Voices College-Bound Language Academy
43,69450,0123299,Rocketship Mosaic Elementary
43,69450,0128108,Rocketship Spark Academy
43,69450,0129205,KIPP Heritage Academy
43,69450,0129247,ACE Esperanza Middle
43,69484,0123760,Gilroy Prep (a Navigator School)
43,69583,6118541,Charter School of Morgan Hill
43,69617,6048045,Ida Jew Academies
43,69666,0129718,Downtown College Preparatory Middle
43,69666,0131656,ACE Inspire Academy
43,69666,4330585,Downtown College Preparatory
43,77149,0137315,KIPP Navigate College Prep
44,10447,0136572,Santa Cruz County Career Advancement Charter
44,10447,4430252,Pacific Collegiate Charter
44,69765,0100388,Tierra Pacifica Charter
44,69799,0117804,Ceiba College Preparatory Academy
44,69799,4430229,Pacific Coast Charter
44,69799,4430245,Diamond Technology Institute
44,69799,6049720,Linscott Charter
44,69799,6049829,Alianza Charter
44,69799,6119077,Watsonville Charter School of the Arts
44,69807,0110007,Ocean Grove Charter
44,69807,4430179,SLVUSD Charter
44,69823,4430187,Delta Charter
44,75432,0139410,California Online Public Schools Monterey Bay
44,77248,0138909,Watsonville Prep
45,10454,0111674,Chrysalis Charter
45,10454,0129957,Northern Summit Academy Shasta
45,10454,0132944,Redding STEM Academy
45,69856,4530333,Anderson New Technology High
45,69914,0135624,Tree of Life International Charter
45,69948,0134122,Redding School of the Arts
45,69948,0139543,Shasta View Academy
45,69948,0141580,Phoenix Charter Academy College View
45,69955,0121640,Cottonwood Creek Charter
45,69971,0135848,Redding Collegiate Academy
45,70110,0135889,Stellar Charter
45,70110,6117931,Monarch Learning Center
45,70136,0106013,University Preparatory
45,70136,4530267,Shasta Charter Academy
45,75267,0113407,Rocky Point Charter
47,10470,0117168,Golden Eagle Charter
47,10470,0137372,Northern United - Siskiyou Charter
48,10488,0139030,Elite Public
48,70532,0122267,Dixon Montessori Charter
48,70573,0129494,Kairos Public
48,70573,0135095,Ernest Kimme Charter Academy
48,70573,4830113,Buckingham Collegiate Charter Academy
48,70573,6051338,Fairmont Charter Elementary
48,70581,0115469,Vallejo Charter
48,70581,0134262,Caliber: ChangeMakers Academy
48,70581,0137380,MIT Griffin Academy Middle
48,70581,0139816,Griffin Academy High
48,70581,4830196,MIT Academy
48,70581,6116255,Mare Island Technology Academy
49,70649,6051635,Cinnabar Charter
49,70672,0122440,Dunham Charter
49,70680,0112987,Forestville Academy
49,70714,6051742,Gravenstein Elementary
49,70714,6051759,Hillcrest Middle
49,70722,0139048,California Pacific Charter - Sonoma
49,70722,6051767,Guerneville Elementary (Charter)
49,70730,6110639,Salmon Creek School - A Charter
49,70730,6120588,Pathways Charter
49,70797,0107284,California Virtual Academy @ Sonoma
49,70797,0139568,Heartwood Charter
49,70797,0140228,Liberty Independent Study
49,70797,6051833,Liberty Elementary
49,70805,0105890,Mark West Charter
49,70805,6051858,San Miguel Elementary
49,70805,6111066,John B. Riebli Elementary
49,70839,0138065,Pivot Charter School - North Bay
49,70839,6051890,Oak Grove Elementary/Willowside Middle
49,70847,0119750,River Montessori Elementary Charter
49,70847,0127555,Loma Vista Immersion Academy
49,70847,6051924,Old Adobe Elementary Charter
49,70847,6072136,Miwok Valley Elementary Charter
49,70847,6114755,Sonoma Mountain Elementary
49,70854,6051981,Penngrove Elementary
49,70854,6119036,Live Oak Charter
49,70862,0131961,Petaluma Accelerated Charter
49,70862,0142554,Dual Language Immersion Academy Charter
49,70862,6051932,Mary Collins Charter School at Cherry Valley
49,70870,0106344,Northwest Prep Charter
49,70870,6066344,Olivet Elementary Charter
49,70870,6109144,Morrice Schaefer Charter
49,70870,6113492,Piner-Olivet Charter
49,70896,0102525,Spring Lake Charter
49,70896,6052039,Manzanita Elementary Charter
49,70896,6052047,Whited Elementary Charter
49,70896,6052070,Village Elementary Charter
49,70896,6085229,Binkley Elementary Charter
49,70904,0101923,Roseland Charter
49,70912,0113530,Santa Rosa Charter School for the Arts
49,70912,0125831,Santa Rosa French-American Charter (SRFACS)
49,70912,0128074,Cesar Chavez Language Academy
49,70912,6116958,Kid Street Charter
49,70920,0102533,Santa Rosa Accelerated Charter
49,70938,6113039,Sebastopol Independent Charter
49,70953,0105866,Woodland Star Charter
49,70953,6111678,Sonoma Charter
49,70961,4930319,Orchard View
49,70961,4930350,Sunridge Charter
49,70961,6052302,Twin Hills Charter Middle
49,71035,6052377,Wright Charter
49,73882,0123786,Credo High
49,75358,0114934,Village Charter
49,75358,6052369,Cali Calmecac Language Academy
50,10504,0117457,Great Valley Academy
50,10504,0129023,Stanislaus Alternative Charter
50,71043,0107128,Whitmore Charter School of Art & Technology
50,71043,0107136,Whitmore Charter High
50,71043,0112292,Aspire Summit Charter Academy
50,71068,0132662,Denair Elementary Charter Academy
50,71068,5030267,Denair Charter Academy
50,71084,0120089,Gratton Charter
50,71092,6112965,Hart-Ransom Charter
50,71100,6052559,Hickman Elementary
50,71100,6112627,Hickman Charter
50,71100,6116388,Hickman Middle
50,71134,6113286,Keyes to Learning Charter
50,71167,0137265,Aspire University Charter
50,71167,0138057,Connecting Waters Charter School - Central Valley
50,71175,0120212,Aspire Vanguard College Preparatory Academy
50,71209,0112383,Paradise Charter
50,71233,0121525,Roberts Ferry Charter School Academy
50,71266,0124768,Great Valley Academy - Salida
50,71274,0121558,Shiloh Charter
50,75556,0113852,Riverbank Language Academy
50,75564,5030176,Oakdale Charter
50,75572,5030317,Connecting Waters Charter
50,75739,0124669,eCademy Charter at Crane
50,75739,0131185,Fusion Charter
51,10512,0138040,AeroSTEM Academy
51,10512,0140152,Pathways Charter Academy
51,71373,0141226,Spartan Academy
51,71407,0109793,South Sutter Charter
51,71415,0129007,California Virtual Academy at Sutter
51,71423,0132977,Sutter Peak Charter Academy
51,71456,0133934,Feather River Charter
51,71464,0107318,Twin Rivers Charter
51,71464,5130125,Yuba City Charter
52,10520,6119606,Lincoln Street
52,10520,6119671,Tehama eLearning Academy
52,71472,0134403,Lassen-Antelope Volcanic Academy (LAVA)
52,71522,0132597,Evergreen Institute of Excellence
53,10538,0125633,California Heritage Youthbuild Academy II
54,10546,0119602,University Preparatory High
54,10546,0124057,"Valley Life Charter "
54,10546,0125542,Sycamore Valley Academy
54,10546,0135459,Blue Oak Academy
54,10546,5430327,La Sierra High
54,10546,6119291,Eleanor Roosevelt Community Learning Center
54,71803,0112458,California Online Public Schools Central Valley
54,71811,0139477,Monarch River Academy
54,71837,0109009,Summit Charter Academy
54,71993,0124776,Loma Vista Charter
54,72116,6054340,Sequoia Elementary Charter
54,72140,0136507,Crescent Valley Public Charter II
54,72249,0130708,Sierra Vista Charter High
54,72249,0133793,Accelerated Charter High
54,72256,0109751,Visalia Charter Independent Study
54,72256,0120659,Visalia Technical Early College
54,72256,0135863,Global Learning Charter
54,72256,6116909,Charter Home School Academy
54,75523,0114348,Butterfield Charter
54,75523,0116590,Harmony Magnet Academy
54,75523,0137968,Porterville Military Academy
55,72413,0112276,Gold Rush Home Study Charter
55,72413,5530191,Connections Visual and Performing Arts Academy
56,10561,0109900,Vista Real Charter High
56,10561,0112417,Ventura Charter School of Arts and Global Education
56,10561,0121756,BRIDGES Charter
56,10561,0122713,River Oaks Academy
56,10561,6055974,Meadows Arts and Technology Elementary
56,72470,5630363,Golden Valley Charter
56,72520,5630405,Valley Oak Charter
56,72546,0115105,Camarillo Academy of Progressive Education
56,72546,0120634,"Architecture, Construction & Engineering Charter High (ACE)"
56,72553,0139592,Peak Prep Pleasant Valley
56,72553,6120620,University Preparation Charter School at CSU Channel Islands
56,73940,0121426,IvyTech Charter
57,10579,0132464,Empowering Possibilities International Charter
57,72678,0119578,Da Vinci Charter Academy
57,72694,0124875,Sacramento Valley Charter
57,72694,0131706,River Charter Schools Lighthouse Charter
57,72694,0135939,Washington Middle College High
57,72702,0139436,Compass Charter School of Yolo
57,72710,0121749,Science & Technology Academy at Knights Landing
58,10587,0117242,Yuba Environmental Science Charter Academy
58,10587,5830112,Yuba County Career Preparatory Charter
58,72728,6115935,CORE Charter
58,72736,0121632,Paragon Collegiate Academy
58,72736,5830138,Marysville Charter Academy for the Arts
58,72751,6118806,Wheatland Charter Academy
